phrase,frequency
excellence education training,97
training post-production certificate,97
post-production certificate story,97
certificate story pace,97
story pace workshops,97
pace workshops experience,97
workshops experience cut,97
experience cut assemblies,97
cut assemblies to,97
assemblies to fine,97
to fine cuts,97
fine cuts with,97
cuts with director,97
with director managed,97
director managed versioning,97
managed versioning coordinated,97
versioning coordinated turnovers,97
coordinated turnovers to,97
clean metadata edited,97
metadata edited trailers/teasers,97
edited trailers/teasers optimizing,97
trailers/teasers optimizing for,97
optimizing for platform-specific,97
for platform-specific runtimes,97
platform-specific runtimes skills,97
runtimes skills avid/premiere/resolve,97
skills avid/premiere/resolve conform,97
avid/premiere/resolve conform qc,97
conform qc story,97
qc story structure,97
story structure temp,97
structure temp sound/music,97
temp sound/music turnovers,97
objective editor focused on,97
editor focused on rhythm,97
focused on rhythm clarity,97
on rhythm clarity and,97
rhythm clarity and performance,97
clarity and performance bridging,97
and performance bridging creative,97
performance bridging creative intent,97
bridging creative intent with,97
creative intent with technical,97
intent with technical excellence,97
with technical excellence education,97
technical excellence education training,97
excellence education training post-production,97
education training post-production certificate,97
training post-production certificate story,97
post-production certificate story pace,97
certificate story pace workshops,97
story pace workshops experience,97
pace workshops experience cut,97
workshops experience cut assemblies,97
experience cut assemblies to,97
cut assemblies to fine,97
assemblies to fine cuts,97
to fine cuts with,97
fine cuts with director,97
cuts with director managed,97
with director managed versioning,97
director managed versioning coordinated,97
managed versioning coordinated turnovers,97
versioning coordinated turnovers to,97
coordinated turnovers to sound,97
with clean metadata edited,97
clean metadata edited trailers/teasers,97
metadata edited trailers/teasers optimizing,97
edited trailers/teasers optimizing for,97
trailers/teasers optimizing for platform-specific,97
optimizing for platform-specific runtimes,97
for platform-specific runtimes skills,97
platform-specific runtimes skills avid/premiere/resolve,97
runtimes skills avid/premiere/resolve conform,97
skills avid/premiere/resolve conform qc,97
avid/premiere/resolve conform qc story,97
conform qc story structure,97
qc story structure temp,97
story structure temp sound/music,97
structure temp sound/music turnovers,97
calibrated,97
monitoring/calibration,97
scene,97
multi-cam,97
sdr/hdr,97
trims,97
broadcast,97
streaming,97
specs,97
mgmt/aces,97
matching,97
objective colorist,97
colorist shaping,97
shaping mood,97
mood and,97
and cohesion,97
cohesion through,97
through calibrated,97
calibrated grading,97
grading workflows,97
workflows education,97
training color,97
color grading,97
grading courses,97
courses monitoring/calibration,97
monitoring/calibration training,97
built show,97
show luts,97
and scene,97
scene looks,97
looks matched,97
matched multi-cam,97
multi-cam managed,97
managed sdr/hdr,97
sdr/hdr trims,97
trims and,97
and broadcast,97
broadcast streaming,97
streaming specs,97
specs collaborated,97
director in,97
in supervised,97
supervised sessions,97
sessions skills,97
skills color,97
color mgmt/aces,97
mgmt/aces deliverables,97
deliverables grading,97
grading shot,97
shot matching,97
objective colorist shaping,97
colorist shaping mood,97
shaping mood and,97
mood and cohesion,97
and cohesion through,97
cohesion through calibrated,97
through calibrated grading,97
calibrated grading workflows,97
grading workflows education,97
workflows education training,97
education training color,97
training color grading,97
color grading courses,97
grading courses monitoring/calibration,97
courses monitoring/calibration training,97
monitoring/calibration training experience,97
experience built show,97
built show luts,97
show luts and,97
luts and scene,97
and scene looks,97
scene looks matched,97
looks matched multi-cam,97
matched multi-cam managed,97
multi-cam managed sdr/hdr,97
managed sdr/hdr trims,97
sdr/hdr trims and,97
trims and broadcast,97
and broadcast streaming,97
broadcast streaming specs,97
streaming specs collaborated,97
specs collaborated with,97
collaborated with dp,97
with dp and,97
dp and director,97
and director in,97
director in supervised,97
in supervised sessions,97
supervised sessions skills,97
sessions skills color,97
skills color mgmt/aces,97
color mgmt/aces deliverables,97
mgmt/aces deliverables grading,97
deliverables grading shot,97
grading shot matching,97
objective colorist shaping mood,97
colorist shaping mood and,97
shaping mood and cohesion,97
mood and cohesion through,97
and cohesion through calibrated,97
cohesion through calibrated grading,97
through calibrated grading workflows,97
calibrated grading workflows education,97
grading workflows education training,97
workflows education training color,97
education training color grading,97
training color grading courses,97
color grading courses monitoring/calibration,97
grading courses monitoring/calibration training,97
courses monitoring/calibration training experience,97
monitoring/calibration training experience built,97
training experience built show,97
experience built show luts,97
built show luts and,97
show luts and scene,97
luts and scene looks,97
and scene looks matched,97
scene looks matched multi-cam,97
looks matched multi-cam managed,97
matched multi-cam managed sdr/hdr,97
multi-cam managed sdr/hdr trims,97
managed sdr/hdr trims and,97
sdr/hdr trims and broadcast,97
trims and broadcast streaming,97
and broadcast streaming specs,97
broadcast streaming specs collaborated,97
streaming specs collaborated with,97
specs collaborated with dp,97
collaborated with dp and,97
with dp and director,97
dp and director in,97
and director in supervised,97
director in supervised sessions,97
in supervised sessions skills,97
supervised sessions skills color,97
sessions skills color mgmt/aces,97
skills color mgmt/aces deliverables,97
color mgmt/aces deliverables grading,97
mgmt/aces deliverables grading shot,97
deliverables grading shot matching,97
photo-real,97
stylized,97
shots,97
diploma,97
plates,97
comps,97
naming,97
conventions,97
objective vfx,97
artist producing,97
producing photo-real,97
photo-real and,97
and stylized,97
stylized shots,97
